forest_type,mean_biomass,median_biomass,mean_severity,median_severity,q25_biomass,q75_biomass,var_biomass,skew_biomass,kurt_biomass,p_normality,n_pixels,hex_ID
3,42.15,42,-3744.039628092448,-3628.258056640625,29.75,56.25,258.9771186440678,0.033711017187773355,-0.8535046692606126,0.3661519191292308,60,2808
2,40.339285714285715,39,-3925.292920793806,-4043.16064453125,28.25,55.75,288.73733766233767,-0.20912134337612454,-0.7949712808447417,0.13537611931946386,56,2808
1,42.31818181818182,37.5,-2977.887362393466,-3016.6536865234375,20.25,62.25,678.3225108225108,0.3603466098564002,-1.0173046503925864,0.20531288677502965,22,2809
3,54,56.5,-4975.340413411458,-4587.3707275390625,43.5,62.75,232.4,-0.2438706618379761,-1.0201045144433156,NA,6,2811
2,52.241379310344826,46,-5637.660004714439,-5379.412109375,40,62,229.9039408866995,0.9089769711689364,-0.2535416774724465,0.0025437492508039315,29,2811
2,NA,79,-4920.35107421875,-4920.35107421875,79,79,NA,NA,NA,NA,1,2812
2,63,62,-4042.50341796875,-3787.276123046875,60,65.5,31,0.7821521217295037,NA,NA,3,2813
3,26.5,25.5,-3902.7709350585938,-2895.5926513671875,22.75,29.25,25.666666666666668,0.7382730707081043,-1.608028335301063,NA,4,2816
2,22.5,22,-3997.2669677734375,-3707.133544921875,20.75,23.75,7,0.8639187954496622,-0.28571428571428603,NA,4,2816
1,49.59016393442623,44,-3386.602557072874,-3384.15283203125,31,67,494.6792349726776,0.5869939166387165,-0.8074774432847348,2.3657068060666274e-4,61,2817
3,36.666666666666664,40,-1578.019510904948,-815.23876953125,33.5,41.5,72.33333333333333,-1.4927690762210601,NA,NA,3,2817
1,63.04819277108434,67,-3354.507474968232,-3448.964111328125,55,74,266.5067542898868,-0.7959254835864522,0.033958742071942355,2.2289322190410826e-10,166,2818
3,59.333333333333336,57,-3517.703369140625,-3469.982177734375,43.5,74,934.3333333333334,0.3415075445465104,NA,NA,3,2818
2,27.52173913043478,27,-4146.969270125679,-4230.67578125,24.5,30.5,26.806324110671937,0.5759496298401408,0.693051094027572,0.20656304523905195,23,2818
1,58.76246334310851,59,-3383.2680109197445,-3495.2294921875,49,69,185.11105744350527,-0.12784544138191295,-0.2630512669402618,0.04953202829564542,341,2819
2,NA,58,-3736.569091796875,-3736.569091796875,58,58,NA,NA,NA,NA,1,2819
3,NA,50,-3612.667236328125,-3612.667236328125,50,50,NA,NA,NA,NA,1,2819
1,71,71,-3866.18447265625,-4001.34716796875,68,73,9.5,0.2561390859959409,-1.9889196675900276,NA,5,2820
2,30.692307692307693,21,-4645.504751352163,-4321.98828125,19,40,236.39743589743588,0.7471705998363943,-1.2695663008521145,0.0033465154362488504,13,2821
3,34,34,-3764.629119873047,-4069.885986328125,21,47,266.6666666666667,0,-5.412000000000001,NA,4,2821
1,NA,17.5,-1628.6861572265625,-1628.6861572265625,13.25,21.75,NA,NA,NA,NA,2,2821
1,103.66666666666667,104,-2496.03173828125,-2262.007568359375,94.75,112.5,175.86666666666667,-0.05614032547809824,-1.2095842474914658,NA,6,2822
3,110.27272727272727,114,-2635.107088955966,-2639.02978515625,102,124,322.8181818181818,-0.9315345369226267,-0.33559197736180213,0.11831224336145994,11,2822
2,115.83333333333333,119,-2538.341349283854,-2623.6759033203125,109.75,120,63.766666666666666,-0.6101042982762017,-1.5076611480750923,NA,6,2822
2,49.2,49,-3487.933935546875,-3569.291259765625,48,53,29.2,-0.8004405346571736,0.5960311503096332,NA,5,2824
3,NA,50,-2417.900634765625,-2417.900634765625,50,50,NA,NA,NA,NA,1,2824
2,31.833333333333332,31,-3637.6180419921875,-3612.8741455078125,28.5,35,15.366666666666667,0.4554168284182517,-1.9303974666032981,NA,6,2825
3,36.875,35.5,-2848.6682739257812,-2919.716064453125,34.25,38.25,100.69642857142857,1.1342908196855543,3.510117053035599,0.05261612352111324,8,2825
1,40.25,39,-2562.2015991210938,-2505.2474365234375,35.5,43.75,45.583333333333336,0.7676490145684117,-1.110006717712368,NA,4,2825
1,NA,18,-1510.372314453125,-1510.372314453125,18,18,NA,NA,NA,NA,1,2826
1,76.25,82.5,-3845.4390258789062,-3941.552490234375,65,93.75,906.25,-1.071000326389612,1.1690844233055881,NA,4,2827
2,61.76190476190476,61,-4714.233061290923,-4607.7177734375,51,69,303.79047619047617,0.8737325442939156,1.95414671502115,0.5088950505910124,21,2827
3,77.33333333333333,85,-4142.941650390625,-4418.47021484375,71.5,87,284.3333333333333,-1.6230464865816088,NA,NA,3,2827
1,67,70.5,-4712.228665865385,-4613.45361328125,58.25,77,158.24,-0.17607140459308024,-0.8122377291677659,0.44992719091692024,26,2828
3,60.08888888888889,59,-4469.631722005209,-4427.18212890625,51,67,235.67373737373737,0.27653028584687184,0.6131147561870363,0.1591334418959446,45,2828
2,59.5703125,58,-4462.939357757568,-4310.364013671875,50.75,74,349.1603715551181,-0.18235542305959485,-0.3146162688661024,0.29866615329738383,128,2828
1,40.6,42,-2735.373571777344,-2738.8116455078125,37.25,48,159.15555555555557,-1.3468258936456021,3.1975754433577395,0.19824501171175768,10,2830
2,30,29,-2847.9885864257812,-2945.4791259765625,21,41.5,281.6,-0.10056050745949605,-0.8123224431818183,NA,6,2830
3,39.666666666666664,44,-3186.89453125,-2867.428466796875,33,48.5,254.33333333333334,-1.1324604352180907,NA,NA,3,2830
3,23.666666666666668,21,-2859.7204386393228,-2747.136474609375,17.75,22.75,106.66666666666667,2.0711383597491992,4.612277343749996,NA,6,2831
2,28.333333333333332,21,-3409.4290771484375,-4239.5986328125,15.5,37.5,524.3333333333334,1.2933427807333961,NA,NA,3,2831
1,51,38,-4224.877532958984,-4572.71875,28.5,71.25,981.6,0.8844076307931533,-0.7305078425976791,0.009601102875894389,16,2831
2,44.6551724137931,40,-4870.544185243803,-4699.461669921875,27.25,57.75,590.4053236539625,0.8262769959151127,0.3514169948194843,0.018729319186405118,58,2832
1,22,24,-2209.3118896484375,-2100.897705078125,14.5,30.5,259,-0.5505959895647698,NA,NA,3,2832
3,65.8,60.5,-3163.1904541015624,-3000.927490234375,51.5,79.25,1124.1777777777777,0.16310675438234906,1.5054431050019954,0.36937233088981414,10,2832
3,48.42857142857143,39,-4593.814522879465,-4338.4658203125,38,57,524.952380952381,0.9754758342487848,1.517664645391714,NA,7,2833
2,43.85,29,-4564.32578125,-4369.69580078125,15.5,76.75,1175.292105263158,0.8321387540120821,-0.9016262045024034,4.932607068255292e-4,20,2833
1,NA,54,-2382.8679809570312,-2382.8679809570312,44,64,NA,NA,NA,NA,2,2833
3,62.611111111111114,52.5,-3903.058098687066,-4078.109619140625,26.5,88.75,1774.016339869281,0.6034807057971435,-0.8161282417946776,0.14295724633936455,18,2834
2,64.8529411764706,62,-3053.2415161132812,-2421.5982666015625,49.75,77.25,585.828797190518,0.55885588324593,0.167837081518816,0.13964022983231789,68,2834
1,74.14285714285714,75.5,-3786.012922014509,-3627.2705078125,31.75,113,2140.747252747253,-0.031549853506458996,-1.3978699930859637,0.5115966248537271,14,2834
2,36.666666666666664,28.5,-4539.757864815848,-4362.112060546875,15,53.75,735.0569105691056,0.8610541937979084,-0.09018785302041812,0.0017490850686446235,42,2835
1,42.03846153846154,36,-3331.261981670673,-3502.816162109375,20,54.75,876.9984615384616,1.0295309751190724,0.9523016695735141,0.16634823270571233,26,2835
3,49.6,43,-3337.9214111328124,-3158.093994140625,27.5,61,1027.1142857142856,1.053395753730795,0.3065406847142306,0.07063651909853684,15,2835
2,86.375,82.5,-5151.875274658203,-5063.022705078125,54.25,98.75,2399.410714285714,1.4566726095139673,2.9672220897729034,0.18864909348965836,8,2836
1,108.33333333333333,88,-4133.750949435764,-4135.396484375,80,163,2432,0.6138020504377828,-1.5414712631895828,0.04209402210409671,9,2836
3,NA,66,-4733.7569580078125,-4733.7569580078125,49.5,82.5,NA,NA,NA,NA,2,2837
2,17.666666666666668,12,-4674.432535807292,-5288.93505859375,10,22.5,180.33333333333334,1.5607720708411297,NA,NA,3,2837
1,48.5,51.5,-6412.877685546875,-6271.0087890625,44,56,197.66666666666666,-1.1485839009070467,1.7470432163890708,NA,4,2837
1,134.25,129.5,-4285.3096923828125,-4212.474365234375,121,142.75,294.25,0.9476508858298605,-0.8064827921742781,NA,4,2838
1,119.75,117.5,-3167.549476623535,-3131.5225830078125,91,161.25,2269,-0.7385880238301121,0.16579527451061107,0.2888520596011672,16,2839
2,NA,31,-3572.0869140625,-3572.0869140625,31,31,NA,NA,NA,NA,1,2839
3,98,131,-3331.2328125,-2828.66552734375,27,145,5021,-0.44074604385773325,-2.97242729708695,NA,5,2839
2,NA,132,-2852.794189453125,-2852.794189453125,118.5,145.5,NA,NA,NA,NA,2,2840
1,116.26666666666667,112,-3646.1824869791667,-3010.494384765625,85,153,2714.495238095238,-0.4579318271192371,-0.5265882265255761,0.5042485529737513,15,2840
3,154.66666666666666,137,-3601.78173828125,-3979.549072265625,134,166.5,1290.3333333333333,1.6778447687911588,NA,NA,3,2840
1,94.54838709677419,89.5,-3338.831137380292,-2983.257568359375,59.25,127,1799.792702273929,0.461522855197216,-0.33846122855807437,0.04083234364368043,62,2841
3,101.16,104,-2888.3660693359375,-2679.29833984375,73,132,1152.64,-0.05807584220986296,-1.287987312755026,0.23929565600854247,25,2841
2,93.07692307692308,104,-2932.346379206731,-2871.399658203125,84,114,743.5769230769231,-1.1946238359882158,0.9256092560271604,0.10494506108030988,13,2841
2,NA,105,-4681.806884765625,-4681.806884765625,74,136,NA,NA,NA,NA,2,2842
1,NA,106.5,-3227.410400390625,-3227.410400390625,92.75,120.25,NA,NA,NA,NA,2,2843
1,131,155,-2245.967559814453,-2080.1480712890625,122.5,163.5,3777.3333333333335,-1.845939454084849,3.5147889535975407,NA,4,2844
3,NA,45,-2377.08642578125,-2377.08642578125,45,45,NA,NA,NA,NA,1,2844
2,NA,172,-2595.6796875,-2595.6796875,172,172,NA,NA,NA,NA,1,2844
1,62.266666666666666,60,-2254.8297526041665,-2324.903076171875,25.5,73.5,2961.352380952381,2.2803822722367646,6.942509075840389,0.006145154594361851,15,2845
2,127.86153846153846,130,-3283.5214205228367,-3185.51806640625,80.25,161.75,2635.9186642814548,0.19084187007506717,-0.8191303167327203,0.009317087792881413,130,2845
3,95.27272727272727,74,-3077.07138893821,-2836.324951171875,49,147,4493.829545454545,0.6520436371459118,-0.757002764131524,0.01228829067426681,33,2845
1,48.9,36.5,-2643.2407275390624,-2529.5103759765625,10,72,1933.1122448979593,1.17801098897129,1.55949153749882,6.580795893356627e-4,50,2846
2,68.16129032258064,65.5,-3403.5412203881046,-3318.7879638671875,36.5,92.75,1504.4653622422,0.28479817201752916,-0.5450053240735065,0.4753648599905253,62,2846
3,54.57142857142857,33,-2758.1905837286085,-2629.217529296875,13.25,70,3358.6411149825785,1.3971443458749253,1.1397677853854709,4.447303294044036e-7,42,2846
1,33.76,16,-2706.2812463378905,-2577.010009765625,8,53,1361.002448979592,1.522580616562068,1.738786147069067,2.775315984846501e-9,50,2847
3,69.3225806451613,51,-2834.188933341734,-2768.846435546875,31.5,112.5,2343.559139784946,0.8847671736218076,0.010658066167917545,0.006286907223370504,31,2847
2,86.14285714285714,77.5,-3177.239818028041,-2905.8629150390625,53,108.25,1926.6337662337662,0.7183846742302187,0.2747949972230286,0.12301290441943348,56,2847
3,80.25,76.5,-2478.0132446289062,-2034.5358276367188,67.75,89,399.5833333333333,0.9140841344536988,0.28790939467054244,NA,4,2848
2,86.33333333333333,91,-2472.0889350043403,-2367.493896484375,72,103,657.75,-0.9309300001260479,1.1762104761380545,0.5536209382198672,9,2848
1,140.57142857142858,156,-2412.0848214285716,-2092.374267578125,90,186,3561.6190476190477,-0.16679197175128596,-1.9386824754063163,NA,7,2848
1,121.33333333333333,122.5,-3910.4243977864585,-4102.314697265625,91.25,168.75,3362.6666666666665,-0.43737133909966197,-1.2788927580039504,NA,6,2849
2,71.33333333333333,74.5,-4097.523356119792,-4225.900634765625,53.5,84.5,707.8787878787879,0.49234970311525544,0.5903280223775568,0.793678283751848,12,2849
3,67.4,56,-4657.661083984375,-4511.099609375,43,71,1539.3,1.580480743102674,2.6221587913207376,NA,5,2849
1,207.42307692307693,235,-2731.5464305388623,-2435.9149169921875,157.75,266,5939.8056943056945,-0.8413658417249048,-0.4508684053947974,1.0931165682477584e-7,78,2850
2,85.4235294117647,80,-2848.1221762264477,-2669.2484130859375,56,108,1869.7722241559345,0.6880068973069092,0.4249460790670726,0.0028163592226412635,170,2850
3,120.15789473684211,109,-3005.555545204564,-2842.5390625,72.25,146,5194.568990042674,1.0105852739637928,0.531248674938233,0.007477890087826553,38,2850
2,63.78981723237598,54,-3418.455463220183,-3331.9942626953125,33,83,1727.303477875049,1.2805188533770133,2.0720918610973915,3.7e-24,766,2851
1,120.13333333333334,114.5,-2367.6694338480634,-2198.262939453125,64.75,174.75,4898.7402298850575,0.32830608187586124,-0.9632604087417349,0.08371750343422472,30,2851
3,82.58273381294964,75,-3113.8857931233138,-2974.69091796875,43.5,107.5,2352.8536127619645,0.9804064137712943,0.8950319443625905,3.1241218058964934e-6,139,2851
2,55.132920110192835,45,-3239.55965564402,-3115.887939453125,29,72,1384.1994117289682,1.5107511054261422,3.3691290616984184,3.7e-24,1452,2852
3,79.03162055335969,70,-2798.8015428626018,-2749.40869140625,43,104,2275.919631093544,0.8539521959875994,0.09639703166626046,7.656321693089776e-12,253,2852
1,92.11764705882354,79,-2608.6266982134653,-2616.782958984375,53.25,120.25,2890.713012477718,0.8928131587055353,0.305967765444009,0.011414599107186047,34,2852
3,82.5,71,-2590.461931501116,-2492.4073486328125,39,119.75,3094.156,0.8092801249918176,0.07491886513184248,2.6640789513770872e-6,126,2853
2,76.20169491525424,67,-2970.7481201171877,-2883.3587646484375,39.25,101.75,2267.4074674110097,1.1440729019471454,1.5498030029966186,3.7e-24,590,2853
1,113.97222222222223,115.5,-2775.1084832085503,-2468.070556640625,84,128,2797.2277777777776,0.816494096827999,1.8567008736148078,0.01573269778620983,36,2853
2,87.33892617449665,78,-2972.963491555028,-2739.72705078125,51,108.75,2694.7365941292114,1.4020924403989456,3.120631319417325,2.3746139888418497e-14,298,2854
3,96.87096774193549,94,-2640.6234760899697,-2660.073974609375,64.5,121.5,3526.516129032258,1.5598765735384152,4.203172529210731,0.024162389716732076,31,2854
1,53.42857142857143,28,-5378.643955775669,-5770.5302734375,14,63,4027.9523809523807,1.8175376955390785,3.0266593697282436,NA,7,2854
3,NA,164.5,-2666.1671142578125,-2666.1671142578125,136.75,192.25,NA,NA,NA,NA,2,2855
2,NA,80,-2217.046630859375,-2217.046630859375,80,80,NA,NA,NA,NA,1,2855
3,206.77777777777777,229,-2622.971096462674,-2657.6025390625,113,272,6501.444444444444,-0.5704086071180832,-1.72525222667081,0.05031702459391005,9,2856
1,191.9090909090909,171.5,-2509.4090853604403,-2310.4898681640625,111.25,276.75,8416.372294372295,0.27175850607875823,-1.5402288481815682,0.02228759041988383,22,2856
2,180.16666666666666,187.5,-2858.8631591796875,-2864.015869140625,119.25,219.75,5368.566666666667,0.13700172340388925,-1.2685178570208595,NA,6,2856
1,138.2,109,-2344.06943359375,-2266.798583984375,97.5,149,3894.1714285714284,1.3993097096284295,0.9473225051907088,0.00181030652881935,15,2857
1,NA,33,-5921.36669921875,-5921.36669921875,33,33,NA,NA,NA,NA,1,2858
3,NA,45,-6111.09130859375,-6111.09130859375,45,45,NA,NA,NA,NA,1,2858
2,148.33333333333334,129,-1533.3078206380208,-1198.7283935546875,119.5,167.5,2584.3333333333335,1.4638544348569256,NA,NA,3,2858
3,107.375,103.5,-2715.9699096679688,-2450.912353515625,98,108,714.8392857142857,1.6822808861915346,4.536604071890749,0.018845607991079965,8,2860
1,161.94736842105263,169,-2706.3491789165296,-2767.123291015625,148.5,184,1148.9415204678362,-0.08213417887522882,-0.0071798067310323635,0.610088151200872,19,2860
2,91.73333333333333,88,-3055.184114583333,-3028.597900390625,66,112.5,1079.2095238095237,0.27153867220358285,-0.46230149500316703,0.8908682605268721,15,2860
1,NA,173,-2855.380126953125,-2855.380126953125,173,173,NA,NA,NA,NA,1,2861
2,NA,188,-1971.4918212890625,-1971.4918212890625,188,188,NA,NA,NA,NA,1,2861
3,NA,199.5,-3708.1243896484375,-3708.1243896484375,169.75,229.25,NA,NA,NA,NA,2,2861
2,222.25,232,-3201.133270263672,-3022.5589599609375,215.25,239.75,1977.1333333333334,-2.8029345192189146,9.478316310329923,2.1506364965765199e-4,16,2862
1,217.55555555555554,239,-2463.4377170138887,-2454.55224609375,197,296,10545.527777777777,-0.9325039710959083,-0.2367338949665369,0.14340321823221308,9,2862
1,146.93333333333334,132,-2179.9872233072915,-2261.99951171875,119.5,183.5,4163.066666666667,0.23096599469038992,-0.33499131945077054,0.5097587144673391,15,2863
3,157,167,-2271.670857747396,-2404.41357421875,146,173,804,-1.389636138706492,NA,NA,3,2863
2,NA,4,-2861.60888671875,-2861.60888671875,4,4,NA,NA,NA,NA,1,2863
2,100.81818181818181,86.5,-2322.9535910866475,-2200.406494140625,65.5,126.5,1994.5367965367966,0.8183433225610287,-0.6653954500227458,0.00631505551624878,22,2864
3,139.27027027027026,136,-2451.107972841005,-2318.183349609375,82,177,4937.813813813814,0.3518424694089909,-0.6485586376683512,0.4259627937098403,37,2864
1,132.328125,136.5,-2809.1252098083496,-2641.441650390625,82.75,181.75,3916.5414186507937,-0.29757959719413596,-0.6966562607374194,0.21881513141009662,64,2864
1,179.46153846153845,181,-2210.2533240685098,-2114.862060546875,128,196,4426.102564102564,0.43573462286644044,-0.012725283675504784,0.6693305936079618,13,2865
3,138,124,-2697.753670528017,-2601.051513671875,86,184,3829.1428571428573,0.5224835315463017,-0.7858565717735575,0.07265186623234335,29,2865
2,112.82051282051282,98,-3428.3118520883413,-3334.810791015625,76,141.5,2918.5195681511473,0.4966206890536275,-0.5222066445119476,0.028833687830837264,39,2865
3,200,230,-2978.6145263671874,-2395.480224609375,145.25,266,6516.444444444444,-0.8215443885350051,-0.5279007420884338,0.11718908951968093,10,2866
1,205.5,227.5,-2127.430002848307,-2180.4754638671875,188.75,241,4013.478260869565,-1.3418673266862824,1.3919678496282315,3.903628662223043e-4,24,2866
1,118.3,125.5,-2848.9970520019533,-2883.90869140625,36.5,170,7419.063157894737,0.22604728898657495,-1.1318855483504306,0.33157175054360283,20,2867
3,208.04166666666666,211.5,-2472.6138509114585,-2426.9588623046875,154.75,245.75,3791.7807971014495,-0.341238651696011,-0.39499938991839256,0.744419895343787,24,2867
2,205.41666666666666,224.5,-2818.085378011068,-2669.007080078125,142.75,244.75,5202.992424242424,-0.3960639975906569,-0.6408249290421522,0.5103582874660018,12,2867
1,180.6,189,-3004.22462890625,-3071.15869140625,157,218,2995.75,-0.7358483855358507,-0.11755232824046818,0.12098995245769992,25,2868
2,178.4848484848485,184,-2442.202969637784,-2291.80810546875,137,225,3018.257575757576,-0.3700930859956703,-0.1749999324498291,0.5514745900252103,33,2868
3,151.06666666666666,152.5,-2808.0535868326824,-2831.9022216796875,119.75,192.75,4180.340229885058,-0.4899392075919377,-0.034255399262762457,0.3970327475173514,30,2868
3,121.57894736842105,108,-2497.524593955592,-2383.624267578125,81.5,151,2914.4795321637425,0.5875943650732804,-0.6313884143709151,0.21268544429450162,19,2869
2,111.29357798165138,106,-2442.025500656268,-2504.700927734375,72,145,2408.1537546721033,0.315470336103535,-0.7333797655437232,0.011824594714041568,109,2869
1,NA,146,-1860.1970825195312,-1860.1970825195312,127,165,NA,NA,NA,NA,2,2869
2,86.37209302325581,85.5,-2230.8156741829807,-2258.3009033203125,51.25,119,2037.0599179206567,0.1819519343272576,-0.7107664113875853,0.3904746790685769,86,2870
3,NA,98,-1856.328857421875,-1856.328857421875,98,98,NA,NA,NA,NA,1,2870
2,135.42666666666668,140.5,-2640.933887125651,-2559.8895263671875,110.25,164,1681.0784787472037,-0.5402325630357183,0.0035735511478710317,0.006041267675820449,150,2871
3,112.5,121,-2259.8267618815103,-2332.5484619140625,84.5,140.25,1355.5,-0.45085120549365276,-1.8531708392968744,NA,6,2871
1,NA,156,-2957.368896484375,-2957.368896484375,156,156,NA,NA,NA,NA,1,2871
2,127.64285714285714,137.5,-2623.391656058175,-2749.5140380859375,90.5,152.5,1946.8306878306878,0.018582710044412722,-0.8479145734095327,0.3332631443736181,28,2872
3,155,150,-2334.2106323242188,-2209.349853515625,136.5,168.5,1846.6666666666667,0.6774488268452006,1.5942707450898599,NA,4,2872
1,114.92592592592592,125,-2328.470603660301,-2311.320068359375,101.5,138.5,1235.0712250712252,-1.2034326358649592,0.4303393195889537,3.1023914549203457e-4,27,2873
1,32.72727272727273,32.5,-4557.1274303089485,-4063.2772216796875,8.25,53.25,493.73160173160176,-0.10573995095548408,-1.5243369818380816,0.030496071655954842,22,2874
1,54,47.5,-3313.5916748046875,-3068.0460205078125,40.75,60.75,538,1.4209680371063587,2.1688685894335338,NA,4,2875
1,39.75,37.5,-4171.184509277344,-4219.515869140625,35,42.25,74.91666666666667,1.356724310473512,2.134325495761574,NA,4,2877
3,109.5,101,-3803.525888296274,-3728.882568359375,76.25,130.5,2348.1,0.7769676346002069,0.42602607311758445,0.21586131268412095,26,2878
2,66.42424242424242,55,-3264.8838334517045,-3360.765625,35,91,1780.126893939394,0.9565426212409669,0.595028056199572,0.04622312906651837,33,2878
1,125.66666666666667,130,-3834.1161554509945,-3625.26123046875,95,158,2144.9166666666665,0.27336077182785284,-1.006189498881609,0.23768831450205763,33,2878
1,122.33333333333333,118,-2928.525838216146,-2717.362060546875,81.5,169,2818.095238095238,-0.3360996789988556,-1.2864858229671778,0.2676540649327778,15,2879
2,113.54545454545455,89,-3321.581387606534,-2978.529541015625,77,161.5,2282.8727272727274,0.19063547372745637,-1.9708204229420427,0.05593624923198515,11,2879
3,128.66666666666666,126,-2848.360799153646,-2674.3070068359375,95.75,175.75,2198.242424242424,0.01883332816650975,-1.2752188470744872,0.6121378535006832,12,2879
1,44.8041237113402,45,-7765.672614972616,-7830.958984375,35,58,234.42998281786942,-0.3521836662284397,-0.7687494594107029,0.03128362514495804,97,2880
2,59.275862068965516,58,-4172.946053340517,-3700.11572265625,54,72,217.84975369458127,-0.7624789326327508,0.31252388718309904,0.11408958544971516,29,2881
3,52.6,54,-4824.970764160156,-3951.4039306640625,34.75,70.5,358.88421052631577,-0.21228550105885777,-1.417668626544817,0.11868675499042217,20,2881
1,32.421052631578945,28,-7301.2925447162825,-7930.185546875,15,43,477.64415463437354,0.9117045024550591,0.13392666402543232,1.909094991480988e-8,114,2881
1,19.761904761904763,9,-2584.0264282226562,-2520.9547119140625,6,15.75,587.9419279907085,1.6399056040370834,1.015783992710249,6.13893967720268e-17,42,2882
1,79.21830985915493,82.5,-3029.4499021718198,-2700.8861083984375,65.25,95.75,440.554839676356,-0.8346047696223173,0.8223693339243131,5.441618115611133e-4,142,2883
1,54,55,-7247.067522321428,-6288.494140625,50,56.5,70.33333333333333,0.22548094178200134,0.5909975067945463,NA,7,2884
1,57.333333333333336,55,-7033.624837239583,-8541.603515625,48,65.5,310.3333333333333,0.5855827262813865,NA,NA,3,2885
3,57.22222222222222,57,-3905.6486138237847,-3879.3238525390625,42,70.25,357.47712418300654,0.0998926085654429,-0.8918240056186898,0.9124513170978098,18,2887
1,63,65,-3580.2981178977275,-3700.885009765625,60,68,88.2,-1.0243111668876588,0.504265198142749,0.1547015475222502,11,2887
2,65.20833333333333,68,-4103.771301269531,-4208.06201171875,53,78,268.1721014492754,-0.29308204890651707,-0.7853840987652031,0.29300457892853493,24,2887
1,27.5,24.5,-2346.693888346354,-2207.809814453125,19.25,30.25,199.54545454545453,2.163713517374528,5.906865240425278,0.013805267941575402,12,2888
2,80.73529411764706,88.5,-4313.051560345818,-4722.010986328125,74,95.5,512.1399286987522,-1.9476140514218652,4.149692134739187,2.1882315704434984e-5,34,2888
3,55,53,-2855.3173828125,-3171.999755859375,43,66,532,0.3872656555619001,NA,NA,3,2888
2,31.166666666666668,30,-4593.318196614583,-4604.964111328125,25.75,37.25,58.166666666666664,0.267496114689273,-1.7556604625577783,NA,6,2892
2,26.666666666666668,27,-2701.396240234375,-2787.46728515625,26,27.5,2.3333333333333335,-0.9352195295828312,NA,NA,3,2894
3,37.333333333333336,25,-3368.9676920572915,-3420.692626953125,24.5,44,494.3333333333333,1.7281098503730379,NA,NA,3,2894
1,29.8,28,-3447.860595703125,-3588.849853515625,26,33,20.2,0.713753008290866,-1.8424664248603086,NA,5,2894
2,35.8,37,-3844.213427734375,-3861.090087890625,35,38,38.7,-0.9624088018680811,1.962822747030419,NA,5,2895
3,NA,27,-3457.761474609375,-3457.761474609375,27,27,NA,NA,NA,NA,1,2895
1,32.77777777777778,16.5,-1969.0113559299045,-1500.1812744140625,12,65,740.3006535947712,0.791669758267177,-1.419489139152415,3.233492364106059e-6,18,2895
2,39.267605633802816,36,-4384.1194397832305,-4335.21337890625,27.5,48.5,238.28450704225352,0.4806483153960546,-0.7133824259454544,0.004528662187535153,71,2896
1,30.464285714285715,28,-2542.605197361537,-2719.221923828125,23,35.75,98.54415584415584,0.5014711769310046,-0.4762795972291353,0.060850335250288434,56,2896
3,35.916666666666664,34,-2961.4513041178384,-2709.17626953125,30.75,37.25,113.71969696969697,2.223713591472521,6.279467494716341,0.005021984786631437,12,2896
2,40.107142857142854,37,-4051.933515276228,-4200.892578125,33.5,44.5,236.17328042328043,0.9546873977845807,0.6225500357223526,0.0050985944161378175,28,2897
3,38.6,40,-3344.718603515625,-3362.1953125,36,44,131.8,-0.7994083178223153,1.2892689295640363,NA,5,2897
1,NA,47,-4062.595947265625,-4062.595947265625,47,47,NA,NA,NA,NA,1,2897
2,25.6,22,-4846.264965820313,-4947.67724609375,16.25,25.5,219.82222222222222,1.9491448707970969,3.9738846882124994,0.012014090120875055,10,2898
3,37.4,35,-4127.4181640625,-4056.68408203125,24,51,499.3,0.20387439521212333,-0.991479399017629,NA,5,2898
1,17.285714285714285,15,-1746.5097481863838,-1354.867919921875,11.5,24,64.23809523809524,0.11759095838582974,-1.6765763948915287,NA,7,2899
2,27.375,28,-4494.279098510742,-4577.786865234375,24,30.25,19.85,0.3826716192397338,-0.050831034848444936,0.8051792230110159,16,2899
3,22.75,23.5,-3605.9661254882812,-3798.388916015625,16.75,29.5,158.91666666666666,-0.31859331071568114,0.1151048671455519,NA,4,2899
3,63,61.5,-1905.3829803466797,-2097.2339477539062,50.5,74.75,394,0.2703456230430094,-0.2938681380975693,0.9882507936432482,8,2900
2,88.66666666666667,92,-1719.6520589192708,-1925.6885986328125,79,100,449.3333333333333,-0.6901328492919064,NA,NA,3,2900
1,44.06666666666667,37,-2225.2102294921874,-2052.826904296875,27.5,53.5,536.2095238095238,1.5414721290312707,2.8285236107096607,0.06572531368941058,15,2900
2,83.35,75.5,-2807.953866958618,-3698.072998046875,57.75,116.25,1127.5026315789473,-0.10484641992406707,-1.6423776463138393,0.012280806872767206,20,2901
3,75.4,71,-2582.289685058594,-2996.82666015625,70,72,149.3,2.101988600068945,4.56229091419703,NA,5,2901
1,41,24,-2111.344024658203,-2693.5260009765625,17,48,1700,1.8432707502761303,3.4224498269896184,NA,4,2901
3,80.5,78.5,-4660.785217285156,-4635.9296875,60.75,100.25,1131.5454545454545,0.04092689165083637,-0.2737053126466145,0.9950310993842701,12,2902
1,112.66666666666667,103,-4800.583170572917,-4741.4267578125,97.5,123,720.3333333333334,1.4105210153403218,NA,NA,3,2902
2,54.708333333333336,51.5,-4305.200164794922,-4116.77099609375,40,63.5,408.56340579710144,1.1972411153700893,1.8057629790587189,0.14025682683485033,24,2902
