forest_type,severity_bin,mean_biomass,median_biomass,q25_biomass,q75_biomass,var_biomass,skew_biomass,kurt_biomass,p_normality,n_pixels,hex_ID
1,7,NA,6,6,6,NA,NA,NA,NA,1,1520
3,7,40,31,23,60,615,0.5669455755679016,-1.2362462459214392,0.1096954228766647,13,1520
3,6,31.8,30.5,18.25,43.5,418.1777777777778,0.6336172105784703,0.44545774352329753,0.738380932693365,10,1520
3,1-5,42.6,46,29,52,442.93333333333334,-0.15440947674810743,0.8571549251371414,0.28425385417813304,10,1520
1,1-5,NA,14,14,14,NA,NA,NA,NA,1,1520
2,1-5,NA,43,43,43,NA,NA,NA,NA,1,1520
2,7,90.82352941176471,100,28,137,3095.279411764706,-0.1761181830107313,-1.9648072701262003,9.84506027338938e-4,17,1520
2,6,NA,138,138,138,NA,NA,NA,NA,1,1520
1,9,74.61538461538461,77,48,103,1123.7564102564102,-0.34486354181078055,-1.3755665049662382,0.3222622504423004,13,1521
2,9,80.46052631578948,81.5,62.5,102,782.7317543859649,0.013030476860859418,-0.7301212177621296,0.533578190419871,76,1521
2,8,111.83333333333333,115.5,100.5,124.5,766.3505747126437,-1.0099680634035564,1.6481559068565346,0.0865911343615525,30,1521
3,8,95.66666666666667,102,81.5,113.5,758.5238095238095,-1.3417182460422716,2.543231814987057,0.24615715944619573,15,1521
3,9,105.96774193548387,104,88.5,119,478.8989247311828,0.282815121971852,-0.6119566113064484,0.38187679862929863,31,1521
1,1-5,3.3333333333333335,4,3,4,1.3333333333333333,-1.732050807568878,NA,NA,3,1521
1,8,103.71428571428571,106,92.5,117.5,374.57142857142856,-0.48554964639028775,-0.7362034908516293,NA,7,1521
1,9,18.166666666666668,20,12,23.5,89.18840579710145,-0.06294389219127043,-0.40578459283817153,0.8258782709138103,24,1522
2,9,34.452153110047846,26,14,52,659.9845342807208,1.0011112890014813,0.37321486186433317,3.7e-24,836,1522
1,10-11,28.666666666666668,15,3,51,1105.25,1.0266617027579288,-0.5059336950616264,0.034952787632391034,9,1522
3,9,21.616161616161616,18,12,27,266.38177695320553,2.0337602497337097,7.2342386613138725,4.950628045953474e-8,99,1522
3,10-11,15,11,6,21,232.75,1.516681452421638,2.538005286347678,0.13560241303798015,9,1522
3,8,32.64,27.5,16,44.75,505.0922448979592,1.5164141884195435,3.2452132862822687,0.0014504727089750561,50,1522
3,7,20.130434782608695,14,7.5,27,284.02766798418975,1.455579456031672,1.4760807000942517,4.3761898737841354e-4,23,1522
3,6,NA,5.5,3.75,7.25,NA,NA,NA,NA,2,1522
2,7,26,21.5,13,35,248.49122807017545,0.8494987724987692,0.08043815600772453,8.397205235442546e-4,58,1522
2,8,30.827272727272728,28,17,42,320.7329925393755,0.6875989540556869,-0.010164403300967613,1.1440561067995142e-8,330,1522
2,10-11,40.19662921348315,28,14.25,60.5,1058.9837173871645,1.0485076693205653,0.15345439856543364,2.1273793457134336e-21,178,1522
2,6,14.6,17,5,20,96.41666666666667,0.5098762422981881,-0.41710415743119195,0.09187609831469479,25,1522
1,8,15.38888888888889,14,11,19.5,86.13398692810458,1.5950334204756837,4.651261260306657,0.07874345907489791,18,1522
1,6,6.333333333333333,5,3,9,37.333333333333336,0.9352195295828248,NA,NA,3,1522
1,7,10,12,9,12,12,-1.7320508075688772,NA,NA,3,1522
2,1-5,11.481481481481481,4,2.5,13,216.4900284900285,1.699951471120077,1.8054265964076197,3.458572802842004e-8,27,1522
1,1-5,NA,7,7,7,NA,NA,NA,NA,1,1522
2,8,52.734939759036145,42,14,81,2022.6929536327127,0.7098398234378134,-0.5944534419476577,5.183104291673331e-13,166,1523
2,10-11,32.38509316770186,30,20,42,295.57577639751554,0.8050168414594043,0.7534929081098016,4.475247909451241e-4,161,1523
2,9,49.295597484276726,37,26,55.75,1410.5748070551356,1.837934839413552,3.0083411463008773,3.7e-24,318,1523
2,7,26.50920245398773,12,6,38.5,1061.387260471105,2.083555864911786,4.496504045099069,3.7e-24,163,1523
2,6,77.8443113772455,78,22,131.5,3333.2888680470382,0.0863773453184841,-1.5315961038822394,7.258230208997248e-15,167,1523
2,1-5,37.61963190184049,12,4,34,2989.484056653791,1.6691185988048796,1.3167831802570853,3.7e-24,163,1523
3,6,49.666666666666664,61,38,67,937.3333333333334,-1.4375334316014623,NA,NA,3,1523
3,7,33.75,37,26.75,44,284.25,-0.9636664268357731,0.6192258632439369,NA,4,1523
3,8,NA,19,19,19,NA,NA,NA,NA,1,1523
3,8,44.666666666666664,35,32,47.75,709.4666666666667,1.7209124470262922,3.2674276316698037,NA,6,1527
2,8,74.06666666666666,68,39.75,110.5,1739.5816091954023,0.3296534099964899,-1.0942910431766395,0.1607619013996097,30,1527
2,6,55.04545454545455,40.5,26.25,82.75,1229.474025974026,0.6122059404090553,-0.8038471609022169,0.03290255220486009,22,1527
2,1-5,38.108695652173914,25.5,14,54.75,1047.9657004830917,1.3609955603779544,1.8314004538128383,6.698961226295696e-5,46,1527
2,7,82.76470588235294,68,47,120,2092.4411764705883,0.1389407499042864,-1.023620685560611,0.48420706461476853,17,1527
3,1-5,31.166666666666668,23.5,12,39.25,751.0882352941177,1.3781580720129536,1.2346504672538292,0.006425714433205556,18,1527
3,6,39.7,36.5,17.5,64.25,728.2333333333333,0.22964887071839057,-1.796658126254748,0.1893893602228141,10,1527
2,9,84.6923076923077,82,56,115,1859.3974358974358,0.2632321230678551,-0.9547253736186958,0.5943392449439397,13,1527
1,1-5,NA,31,31,31,NA,NA,NA,NA,1,1527
1,7,51.666666666666664,46.5,43,60.5,361.06666666666666,0.6925136069497781,0.20490023269311117,NA,6,1527
1,8,68.66666666666667,84,58,87,1017.3333333333334,-1.6633526276352826,NA,NA,3,1527
3,9,43.5,38.5,28,57.25,492.7,0.5985249425020598,-1.0246324570925491,NA,6,1527
3,7,32.625,18,10.5,53.5,887.6964285714286,1.053212969126357,-0.09898116312341623,0.06806020731172537,8,1527
1,6,36.42857142857143,28,24,43.5,466.2857142857143,1.3567697209026242,1.7435509329344474,NA,7,1527
2,NA,NA,123,108,138,NA,NA,NA,NA,2,1527
3,10-11,NA,24,24,24,NA,NA,NA,NA,1,1527
1,9,76,76,65.25,86.75,224.66666666666666,0,-3.9775510922875084,NA,4,1527
2,8,63.67567567567568,57,33,82,1880.2807807807808,0.65088789999049,-0.12255006187115691,0.13463121052077337,37,1528
2,9,81.47826086956522,84,59.5,113,1227.0790513833992,-0.2671794521520896,-0.6411616693163485,0.4981136031954657,23,1528
2,10-11,70.28571428571429,53,50.5,92,913.5714285714286,0.6351912497499901,-1.3115183150440672,NA,7,1528
3,9,89.1,89,63.25,126.5,2467.9894736842107,-0.36579678324685316,-0.8620179689244679,0.16677587509440395,20,1528
3,7,71.88888888888889,71,60,87,904.6111111111111,0.04557376514634504,-0.22932082033001355,0.8609514826560526,9,1528
2,7,94.33333333333333,110.5,41.25,140,3601.6969696969695,-0.262833889043782,-1.4548785716011476,0.40219540675223087,12,1528
3,8,56.6,49,29.5,87,1262.4,0.4231352974476269,-1.167758732301735,0.35804094227714517,15,1528
3,6,49.666666666666664,38.5,25.75,65.5,1519.8666666666666,1.0846063262881027,0.7076753369498867,NA,6,1528
1,8,63,46,24,95,2702.5,0.7377695939801975,-1.2083795368833978,NA,5,1528
3,1-5,41,38,31,46,333.6666666666667,1.1301182916674208,2.0452512522442587,NA,7,1528
2,1-5,82,69,65.5,92,829,1.6175883327320821,NA,NA,3,1528
2,6,103.25,101,79.75,124.5,768.9166666666666,0.1102757186557543,-5.354156379145088,NA,4,1528
1,9,87.66666666666667,102,74.5,108,1276.3333333333333,-1.5148092893978589,NA,NA,3,1528
1,1-5,56.4,61,46,69,589.8,-0.5816487962263525,0.18142777850795078,NA,5,1528
1,7,58.6,36,28,94,1534.8,0.6456029987411105,-2.8736576985986617,NA,5,1528
1,6,NA,119.5,117.75,121.25,NA,NA,NA,NA,2,1528
3,NA,NA,123,123,123,NA,NA,NA,NA,1,1528
2,10-11,NA,41,41,41,NA,NA,NA,NA,1,1530
2,9,NA,90,90,90,NA,NA,NA,NA,1,1530
1,8,69.41666666666667,64.5,48.25,81.25,815.9015151515151,1.2847999598481552,2.2110977177600764,0.3176426577981573,12,1530
1,7,77.66666666666667,85,84,86.75,464.26666666666665,-2.368948137828005,5.711038611307323,NA,6,1530
1,9,70.5909090909091,70.5,49.75,82,798.3484848484849,0.7029895650387016,0.8436219337528243,0.4617724842980902,22,1530
1,10-11,NA,69.5,65.75,73.25,NA,NA,NA,NA,2,1530
1,9,76.27272727272727,82.5,51.25,98.75,1027.4458874458874,-0.1810627906610541,-0.590890191723397,0.32583984583381753,22,1534
1,8,69.44444444444444,67,55,73,510.77777777777777,1.6440522584693589,3.1621008518243237,0.10265320763753669,9,1534
1,7,NA,23,23,23,NA,NA,NA,NA,1,1534
1,NA,NA,85,85,85,NA,NA,NA,NA,1,1534
1,10-11,NA,20,20,20,NA,NA,NA,NA,1,1534
1,7,62,62,46,72,382,0.6090444807098144,-0.30844549217400824,NA,7,1537
1,8,71.44444444444444,72,50,93,1253.0277777777778,0.031608813549401475,-0.056205524106861644,0.8617461477907075,9,1537
1,9,117.79411764705883,129.5,109.25,143,1465.25935828877,-1.1793470482478727,0.35508101538356024,3.263792932966585e-5,34,1537
1,6,NA,71.5,66.25,76.75,NA,NA,NA,NA,2,1537
2,9,125.95555555555555,125,106,142,549.5888888888888,-0.056033363590596776,-0.5293600964632197,0.9716232829899947,45,1537
3,9,119.48648648648648,123,95,140,908.478978978979,0.12776179552489167,-0.7605462938861892,0.4175703966651618,37,1537
2,NA,NA,118.5,110.75,126.25,NA,NA,NA,NA,2,1537
3,8,120,122.5,78.25,158.5,2705.2,-0.014289815123756515,-2.461143284944353,NA,6,1537
1,10-11,NA,137,134,140,NA,NA,NA,NA,2,1537
3,10-11,NA,106,105,107,NA,NA,NA,NA,2,1537
2,8,NA,113.5,109.75,117.25,NA,NA,NA,NA,2,1537
3,NA,NA,84,84,84,NA,NA,NA,NA,1,1537
2,10-11,NA,148,148,148,NA,NA,NA,NA,1,1537
1,8,80.66666666666667,61,59,93.75,1823.4666666666667,1.440222388163203,1.5438829754812853,NA,6,1539
1,7,78.18181818181819,74,66.5,82,622.9636363636364,0.9849652159059714,0.834453652724881,0.12774148257336415,11,1539
1,6,52.9,49,42.75,58,274.9888888888889,1.2663476464513195,1.4159773192191512,0.2190941961181481,10,1539
1,1-5,64.33333333333333,56,54.5,70,292.3333333333333,1.6722537518468132,NA,NA,3,1539
3,8,NA,78,69,87,NA,NA,NA,NA,2,1539
3,9,NA,78,78,78,NA,NA,NA,NA,1,1539
1,9,NA,109.5,107.25,111.75,NA,NA,NA,NA,2,1539
1,9,99.17567567567568,108.5,52.25,149,2968.941318030359,-0.09940239734439328,-1.4245911036666645,9.100384562368731e-5,74,1540
1,8,86.89583333333333,79.5,42,134,2796.7761524822695,0.07864050796990153,-1.3926520613703113,0.00831446404487554,48,1540
1,10-11,121.33333333333333,122,90.25,150.75,1601.8666666666666,-0.014952991301116611,-1.6951698484557547,NA,6,1540
1,NA,NA,154.5,150.25,158.75,NA,NA,NA,NA,2,1540
1,7,98.5909090909091,97,81.25,129,1609.2056277056276,-0.07021050250845173,0.09211723548375844,0.8077585932473043,22,1540
1,6,99.66666666666667,116,60.5,139.5,2636.095238095238,-0.7793531276913547,-0.8309245360221181,0.04236021252437882,15,1540
1,1-5,62,40,33,86,1774.3333333333333,0.9726390989372666,-0.38852551616803765,NA,7,1540
3,9,168.6,165,153,177,460.8,0.8712803935765795,0.14770507812500355,NA,5,1540
3,8,153.2,165,152,165,1014.7,-1.5219777192143262,2.8644304694189398,NA,5,1540
3,7,98,82,61,127,4548,1.00753821078905,NA,NA,3,1540
3,6,NA,99,99,99,NA,NA,NA,NA,1,1540
1,8,60.3125,58.5,39.5,75.25,916.4798387096774,0.9270596891740197,0.963829466430018,0.22230092283930164,32,1543
1,7,40.370370370370374,41,11,56,939.7806267806268,0.6570157784462175,-0.403503202605951,0.04421307676085533,27,1543
1,9,67.5,70,65,75.75,150.85714285714286,-1.1160964252852492,0.22808303202479321,0.12040843357342128,8,1543
1,1-5,36.36363636363637,34,27,46,128.45454545454547,0.2055245777447199,-1.299768853468125,0.6760817922878513,11,1543
1,6,34.529411764705884,28.5,16,53,602.7415329768271,0.704893320980198,-0.21706694924356748,0.07015173758344456,34,1543
3,7,28.833333333333332,18.5,18,34.75,468.96666666666664,1.5154369969128703,1.807330726200984,NA,6,1543
3,6,25.333333333333332,17.5,9.25,37,484.26666666666665,1.0255547716341464,-0.3472000066103542,NA,6,1543
2,7,NA,11,11,11,NA,NA,NA,NA,1,1543
2,6,10.333333333333334,12,9.5,12,8.333333333333334,-1.7320508075688794,NA,NA,3,1543
1,10-11,NA,53,53,53,NA,NA,NA,NA,1,1543
3,1-5,19,16,14,21,57.333333333333336,1.6585238002878029,2.6154678204434836,NA,4,1543
1,7,89.76470588235294,113,19,137,4900.191176470588,-0.10221425039390045,-1.7152551162196914,0.010197692723734938,17,1544
1,1-5,131.10416666666666,133,122,141,291.20168439716315,-0.30648320293151876,0.9171938807500837,0.19932072980773347,48,1544
3,1-5,103.22222222222223,95,72,178,4607.694444444444,-0.14530221762179765,-1.2390426387098892,0.29649722195555916,9,1544
3,6,110.5,135,47.25,168,6351.5,-0.6402879037758415,-1.7816301726466162,NA,6,1544
3,8,54.57142857142857,27,17.25,95.25,2659.032967032967,0.9056676981389827,-0.6032461224201752,0.01277005451420909,14,1544
1,6,79,78,6.5,136.25,5078.857142857143,0.13971608620457177,-1.9540744339397933,0.23851429257320936,8,1544
1,8,81.66666666666667,83,65,104,1249.0454545454545,-0.4161049944898853,-0.07613851317028679,0.3125824288366747,45,1544
1,9,92.06976744186046,91,66,117,1721.5902547065339,-0.13977379639405155,-0.27246361643587186,0.5638762178690822,43,1544
1,10-11,NA,6,6,6,NA,NA,NA,NA,1,1544
3,7,52.5,16,9.75,60.75,5398.857142857143,1.4053170380719306,-0.036814819046506506,5.645464296592956e-4,8,1544
3,9,62.833333333333336,40,23,73.5,4079.366666666667,1.7268166078659086,2.989184969458471,NA,6,1544
2,8,64.4,66.5,42.25,85.25,1115.8222222222223,0.2105661805403592,0.15379567664206245,0.9453673692155299,10,1544
2,9,125,131,128,148,1376,-1.6966910867279752,3.1954123216941586,NA,5,1544
2,7,NA,28,28,28,NA,NA,NA,NA,1,1544
1,8,74.17391304347827,75,23,108,2357.9693094629156,0.016289060979698986,-1.0306335808267193,0.010000120870810956,69,1545
1,7,49.55844155844156,39,13,80,1901.434039644566,0.865964382317887,-0.2781131124488062,2.1240291444855914e-7,77,1545
1,9,84.4054054054054,87,14,142,4645.247747747748,0.21808505383699636,-1.3591199338607256,0.004227103853071405,37,1545
1,6,28.375,15.5,8.75,41.75,807.9836956521739,1.4055521350854805,1.4431283593380957,4.4949419965973963e-4,24,1545
1,1-5,18.742857142857144,14,8,22.5,362.490756302521,2.4771511588604245,6.60069569194331,1.7632827458764126e-8,35,1545
1,10-11,80.5,54.5,48,87,3211,1.9319219694363097,3.7506925207756234,NA,4,1545
3,9,NA,139,138,140,NA,NA,NA,NA,2,1545
3,8,63.25,58.5,44.25,77.5,1198.9166666666667,0.7363065511190072,0.7356240805134768,NA,4,1545
3,6,NA,73,70,76,NA,NA,NA,NA,2,1545
3,7,NA,42,42,42,NA,NA,NA,NA,1,1545
3,1-5,NA,21,11,31,NA,NA,NA,NA,2,1545
2,1-5,NA,25,14,36,NA,NA,NA,NA,2,1545
2,9,NA,41,41,41,NA,NA,NA,NA,1,1545
2,8,NA,110,110,110,NA,NA,NA,NA,1,1545
3,10-11,NA,92,92,92,NA,NA,NA,NA,1,1545
3,9,64.42857142857143,56,19,102,2250.6666666666665,0.5800611439999213,-0.566753956936481,0.01080705231495128,49,1546
1,7,45,36.5,24.5,58.75,1078.9142857142858,2.1276602301078382,6.668290680233857,8.054961205054945e-4,36,1546
1,8,57.088235294117645,51,33.5,75.25,1005.5144863915716,0.6647108950392625,-0.043949819257092695,0.039657199544926476,68,1546
1,9,75.46808510638297,78,40,106.5,1677.5152636447733,0.29496896281593343,-0.756793454505935,0.14468790531929746,47,1546
1,10-11,NA,44,43,45,NA,NA,NA,NA,2,1546
2,8,116,108,93,142.5,2050.304347826087,0.09127139035925366,0.0753903671062986,0.09138480439240522,47,1546
2,9,121.57142857142857,139,91.75,159,2318.397212543554,-0.885811830902085,-0.2588905468245142,2.5695988573539883e-4,42,1546
2,7,83.72727272727273,75,58.25,114.5,2774.5887445887447,0.48826420577979646,0.09304665070058021,0.424110739768537,22,1546
2,6,NA,138,131,145,NA,NA,NA,NA,2,1546
2,1-5,62,60,58,65,52,1.1520696383139373,NA,NA,3,1546
3,8,70.37837837837837,73,43,105,1668.1306306306305,-0.14454565550967857,-1.1203071402350901,0.2530685105977188,37,1546
1,6,43.125,49.5,17.25,63.75,735.2678571428571,-0.23636938230403173,-1.6840161862767544,0.3619407036679089,8,1546
3,7,70.42857142857143,73,65,87,834.6190476190476,-1.417402354946326,2.7494781419959127,NA,7,1546
1,1-5,13.235294117647058,5,3,15,299.81617647058823,1.9420597201983953,3.105164240836766,4.385916883914741e-6,17,1546
3,6,NA,40,40,40,NA,NA,NA,NA,1,1546
2,10-11,18.666666666666668,17,13.5,23,92.33333333333333,0.7570351142431179,NA,NA,3,1546
3,10-11,NA,73,73,73,NA,NA,NA,NA,1,1546
1,9,103.66666666666667,115,85,128,1945.3333333333333,-1.079959582613344,NA,NA,3,1547
1,8,114.33333333333333,122,84.5,136.25,1690.4705882352941,0.36098273631408573,0.6868621415434605,0.528594894650957,18,1547
3,7,NA,46,46,46,NA,NA,NA,NA,1,1547
1,7,103.26086956521739,97,69.5,138,1694.9288537549407,0.1327054409325726,-1.306046153620657,0.26525943144920905,23,1547
2,8,NA,175.5,172.75,178.25,NA,NA,NA,NA,2,1547
1,6,99,103,85.5,110.5,249.66666666666666,-0.17886185380103958,-1.8306052930386933,NA,7,1547
1,1-5,79.5,79,74.5,84,241,0.19297970301302897,1.5207038446307735,NA,4,1547
1,9,59.63636363636363,43,34,83,1572.2545454545455,0.866614362345707,-0.7218469336816017,0.05351069702748936,11,1548
1,8,95.14814814814815,89,63.5,119.5,2040.5925925925926,0.43570355148219797,0.1276477339783789,0.35390076545941357,27,1548
1,1-5,68.6,70.5,59.75,84.25,1342.4888888888888,-0.3685135794063595,0.06378682416187605,0.4810795969989451,10,1548
1,7,75.15,69,39.5,100,2780.1342105263157,0.8773213024401628,0.2503646437035637,0.19649835938587526,20,1548
1,6,41.333333333333336,36,27,63,493.5,0.11420848481071892,-1.6608584928722399,0.5015337021553712,9,1548
1,10-11,NA,103,103,103,NA,NA,NA,NA,1,1548
3,9,64.66666666666667,38,27.5,88.5,4254.333333333333,1.5322596506163126,NA,NA,3,1548
3,8,93.14285714285714,94,80,116,1454.8095238095239,-0.8019214794294109,1.1151418978465166,NA,7,1548
1,8,62.4,67,50.5,74.5,429.25714285714287,-0.11020873181410286,-0.5421134491522835,0.7321676745794263,15,1549
1,7,24.363636363636363,19,14.5,34.5,197.25454545454545,1.0196232283520408,0.7108814549755419,0.16534156514488105,11,1549
1,6,43.75,31,24.5,50.25,1267.5833333333333,1.7451107976861417,3.199881477010167,NA,4,1549
1,1-5,NA,16,16,16,NA,NA,NA,NA,1,1549
1,10-11,NA,59,59,59,NA,NA,NA,NA,1,1549
2,7,61.07692307692308,56,49,81,432.2435897435897,0.22735850266201263,-1.0715310630868409,0.5380190721164821,13,1549
2,8,107,114,84.5,125.5,1325.3333333333333,-0.5210996449867135,0.46975911772734674,0.7602806669589436,10,1549
3,9,NA,119.5,116.75,122.25,NA,NA,NA,NA,2,1549
3,8,NA,125,125,125,NA,NA,NA,NA,1,1549
2,9,98.5,108.5,88.5,123.75,1349.1923076923076,-0.8842225545134563,-0.04497265543245105,0.12995535536751193,14,1549
1,9,NA,104.5,86.25,122.75,NA,NA,NA,NA,2,1549
1,9,64.33333333333333,52,10.25,104.25,4271.066666666667,0.5176777683226393,-1.580896983860616,NA,6,1550
1,7,65.66666666666667,46,45.5,76,1220.3333333333333,1.7304542021414246,NA,NA,3,1550
3,10-11,NA,62,62,62,NA,NA,NA,NA,1,1550
3,8,139,145,124.5,159.5,2081.3333333333335,-0.7582633005501932,1.6011984958474943,NA,4,1550
3,9,NA,21,21,21,NA,NA,NA,NA,1,1550
1,6,NA,97.5,94.75,100.25,NA,NA,NA,NA,2,1550
2,8,NA,95.5,95.25,95.75,NA,NA,NA,NA,2,1550
2,6,NA,67,47,87,NA,NA,NA,NA,2,1550
1,8,NA,153.5,150.25,156.75,NA,NA,NA,NA,2,1550
2,1-5,38.89473684210526,34,21,52,547.2105263157895,0.8547267966155566,-0.19661547758755507,0.03847076335947541,19,1550
3,1-5,66.83333333333333,61.5,46.5,88.5,934.9666666666667,0.29109884212025905,-1.6140071926430084,NA,6,1550
1,1-5,NA,57,57,57,NA,NA,NA,NA,1,1550
2,7,76,77,69,84,488,-0.27012304556948147,1.5,NA,4,1550
3,6,NA,123,123,123,NA,NA,NA,NA,1,1550
3,7,NA,138.5,132.75,144.25,NA,NA,NA,NA,2,1550
2,9,95.68,86,68,134,2343.3933333333334,0.21466794886454607,-0.9740499914298943,0.38885511166065767,25,1551
2,8,118.36842105263158,132,104.5,153.75,1769.6443812233285,-0.8328282914096955,-0.524458455064461,3.896727316952783e-4,38,1551
3,9,126.88888888888889,128,121,147,754.3611111111111,-0.5046403441035071,0.7036184106157511,0.6114361999126394,9,1551
3,8,125.19354838709677,147,93.5,158.5,1968.894623655914,-1.1114454776305223,0.10510763549695538,4.274503212027783e-5,31,1551
2,7,86.58333333333333,92,41.5,138,3136.2651515151515,-0.40287294043231825,-1.4373323708670613,0.13256130138552782,12,1551
3,7,63.6,43,25,67.5,3257.1555555555556,1.3725460642323073,0.5945275632229169,0.006487297196052391,10,1551
1,8,60.888888888888886,54,33,73,1426.179487179487,1.15418674524883,1.9242567711915406,0.08152859167837717,27,1551
3,10-11,NA,11,11,11,NA,NA,NA,NA,1,1551
1,9,39.57142857142857,34.5,22.25,50.75,751.9560439560439,1.3928165740222544,1.9113421402061754,0.07858091549549708,14,1551
2,10-11,90.33333333333333,81,77,99,549.3333333333334,1.5078084839697183,NA,NA,3,1551
1,10-11,NA,15,15,15,NA,NA,NA,NA,1,1551
2,6,22.875,18,12,35.5,240.41071428571428,0.3694484910405435,-1.53521506800278,0.26118123117898917,8,1551
3,6,49.375,44.5,16.25,77.5,1371.6964285714287,0.3174200483962875,-1.799173308492574,0.21651930153772145,8,1551
1,7,43.15384615384615,40.5,32.25,55.5,415.0153846153846,0.17671923322401198,0.6780285864843569,0.6666093459994104,26,1551
2,1-5,33.833333333333336,30.5,22.5,48.25,550.9666666666667,0.10458273370192925,-0.4616802707357133,NA,6,1551
1,6,54.84615384615385,46,38,63,854.1410256410256,1.304351214092476,0.9794686952806232,0.028139972178621558,13,1551
1,1-5,19.944444444444443,17.5,11,24,143.93790849673204,1.033711838341759,0.7101603254321442,0.1278490815722898,18,1551
1,9,44.49152542372882,29,17,63.5,1485.2887200467562,1.48060377677493,1.7036443952258287,1.7164937234599703e-8,59,1552
