forest_type,severity_bin,mean_biomass,median_biomass,q25_biomass,q75_biomass,var_biomass,skew_biomass,kurt_biomass,p_normality,n_pixels,hex_ID
2,8,32.333333333333336,32,21.5,42.5,265.3333333333333,0.3324420313641379,-0.6102635149250136,0.8634438023736277,12,3064
2,9,37.77777777777778,34,26,47,254.94444444444446,0.5375630332464308,-0.9694036352303411,0.6511438082488858,9,3064
1,6,14.153846153846153,11,6,20,145.30769230769232,1.4523811949367216,2.06195956534791,0.06505355980862354,13,3064
1,8,19.333333333333332,14.5,9.75,17.75,329.06666666666666,2.056231818721353,4.576630711026587,NA,6,3064
1,10-11,10.666666666666666,10,7,14,49.333333333333336,0.42327316026800704,NA,NA,3,3064
1,7,21.4,27,12,28,102.3,-0.5594871276637353,-2.884994109097788,NA,5,3064
3,8,29.785714285714285,20.5,10.25,47,486.64285714285717,0.5533089578127006,-1.1683367968537302,0.07248919640164095,14,3064
3,7,25.608695652173914,24,15.5,36.5,192.1581027667984,-0.07638270116665938,-1.064729917346597,0.6352202502090966,23,3064
3,9,30.571428571428573,30,18,41.5,302.2857142857143,0.16548721061090874,-0.9317153312059355,NA,7,3064
3,6,16.833333333333332,16,9.75,19.25,96.56666666666666,1.0889290362044843,1.4363745528952936,NA,6,3064
2,6,10.666666666666666,12,9.5,12.5,10.333333333333334,-1.5453925256950194,NA,NA,3,3064
1,1-5,9.416666666666666,7.5,6.75,13.25,24.62878787878788,0.713567278829262,-0.4697021411957475,0.19893874284552113,12,3064
1,9,43,39,24,60,1308,0.49161304994260707,NA,NA,3,3064
3,10-11,NA,16,16,16,NA,NA,NA,NA,1,3064
3,1-5,NA,16,16,16,NA,NA,NA,NA,1,3064
1,9,39.714285714285715,40.5,15,60.25,677.6190476190476,0.3997126235455213,-0.7824716186630211,0.1265829071684403,28,3065
3,7,26.636363636363637,28,23,30,76.45454545454545,-0.3856635329635457,2.0011424030901424,0.3190311358051067,11,3065
3,6,30.75,18,15,39.75,655.6428571428571,1.2204833898784562,-0.2957269669712343,0.009686374183876004,8,3065
1,1-5,15.857142857142858,10,7,21,259.3285714285714,2.0298962205051887,3.9879130355642283,8.235926272913199e-5,21,3065
3,1-5,21,20,19,22.5,13,1.1520696383139373,NA,NA,3,3065
1,8,28.545454545454547,27,11.75,37.5,445.2121212121212,0.920627607155151,0.4049764477167983,0.15128909755012554,22,3065
1,6,31.1,24.5,19.75,33.75,345.8777777777778,1.2837704725346024,0.5480035245116884,0.031976858779260625,10,3065
1,7,18.727272727272727,17,11.5,21.5,129.8181818181818,0.9705405045555834,0.21469264176258754,0.15027572057495128,11,3065
2,9,88.04761904761905,88,45,133,2742.247619047619,0.03937411261843265,-1.3810372080270121,0.19660008776514748,21,3065
2,7,34.6,19,10,55,1068.3,0.8982927838440257,-1.1798911118697433,NA,5,3065
3,8,55.73913043478261,52,24.5,83,1430.110671936759,0.37992754065110795,-0.996384240220664,0.1316658790324882,23,3065
2,6,NA,12,12,12,NA,NA,NA,NA,1,3065
2,8,85.88888888888889,87.5,53,122.25,2913.8692810457514,-0.050129425818289886,-1.0815526659432788,0.6435757653678915,18,3065
3,9,80.97435897435898,85,52,110,2148.0782726045886,0.030625892185646302,-0.8376873144985698,0.5426213716854567,39,3065
1,10-11,41.4,32.5,25.25,53.75,766.0444444444445,1.560792346979367,3.1049022249812124,0.10450525740466314,10,3065
2,10-11,100.33333333333333,86.5,67.75,133.75,1835.4666666666667,0.6852171962635294,-1.7718709985410452,NA,6,3065
3,10-11,49,38,37,55.5,433,1.7140676104144785,NA,NA,3,3065
3,6,NA,144,144,144,NA,NA,NA,NA,1,3066
3,7,NA,132,132,132,NA,NA,NA,NA,1,3066
1,10-11,35.25,36.5,25.5,46.25,174.91666666666666,-0.17020557378959,-4.971299430001492,NA,4,3067
1,8,59.333333333333336,44,24,93.75,1803.6470588235295,0.6371755393033779,-0.7048379772543907,0.11216809795809222,18,3067
1,7,44.625,35,28.75,62.75,811.125,0.5690859650995983,-0.14743443378275914,0.5020723187211523,8,3067
3,7,41.76470588235294,45,19,61,759.4411764705883,0.35173722933493146,-0.6350914322501323,0.6869686324021167,17,3067
3,8,53.8235294117647,40,31,59,1763.6544117647059,1.831560261436511,3.3136227206779143,8.150802348735912e-4,17,3067
3,9,55.23076923076923,47,38,74,996.3589743589744,0.8783326298168141,0.5685312889249572,0.5071749220305781,13,3067
2,9,82.66666666666667,103,60.5,115,3280.3333333333335,-1.3962236494964422,NA,NA,3,3067
2,6,46.416666666666664,29.5,5,72.5,2552.514492753623,1.3144098435272966,1.3138337206765982,0.0018176796710554133,24,3067
3,1-5,68,33.5,20,116.75,4313.6,0.9311618883756081,-1.6439952537457951,NA,6,3067
1,9,72,67,36.25,98.25,2190.222222222222,0.6487354104777502,-0.18197201532424057,0.6806305295548843,10,3067
3,6,50.3,37.5,20.25,73.25,1506.6777777777777,0.9536859202198749,0.37995518474506096,0.3586958081028045,10,3067
1,6,51.75,61,39.75,73,1208.25,-1.3031910728597618,1.561450865701091,NA,4,3067
2,8,52.666666666666664,33.5,28.5,62.5,1839.8666666666666,1.6471683533808137,2.406827024359619,NA,6,3067
2,7,27.09090909090909,24,14,34.5,377.09090909090907,0.7516696668672274,-0.12498697733832165,0.32833244610791285,11,3067
2,1-5,45.0625,36,15.25,70.25,1481.2625,0.7893913663591299,-0.3797834557098197,0.16007634536448945,16,3067
1,1-5,NA,83.5,65.75,101.25,NA,NA,NA,NA,2,3067
1,9,103.44444444444444,102,65,123,1529.2777777777778,0.018894555335043032,-1.1111244409668242,0.7066251775813811,9,3071
1,1-5,46.82857142857143,49,28,61,667.3226890756303,0.06404513602966651,-0.6272262088219843,0.5447415263974378,35,3071
1,8,146.9857142857143,156.5,112.75,185.75,2568.043271221532,-0.746942907541992,-0.10838102339901881,0.005261885743107598,70,3071
1,7,135.01807228915663,137,94.25,181.75,3115.7996714129245,-0.33500185238387764,-0.8920560178869078,2.0286159214014132e-4,166,3071
1,6,129.17241379310346,147,70,174,4322.5763546798025,-0.21969653583182827,-1.2236968889944273,0.07708679431297627,29,3071
3,7,65.33333333333333,55.5,44.75,98.5,1927.8666666666666,0.1261147702640078,-1.0024130872979664,NA,6,3071
3,6,68.125,76,21.75,103.75,2180.410714285714,-0.1282873435726166,-1.813366913244206,0.3955791469437192,8,3071
3,9,90,90.5,87,93.5,50,-0.3959797974644666,0.7319999999999993,NA,4,3071
3,1-5,34.5,34,22,44,253.38888888888889,0.26001034236212306,-0.7220445275953492,0.944685700677209,10,3071
3,8,56.333333333333336,70,44,75.5,1132.3333333333333,-1.5261623245873868,NA,NA,3,3071
2,7,NA,33.5,23.75,43.25,NA,NA,NA,NA,2,3071
1,6,163.85576923076923,167.5,149,184,947.9404496469714,-1.2929308588342676,3.2280752950934053,7.683893811473728e-7,208,3072
3,7,162.51020408163265,170,140,190,1780.671768707483,-0.8614553249083837,0.412039214407192,0.02065351131109675,49,3072
1,7,166.60560344827587,171,155,188,964.0924955313919,-1.581308393091579,3.7130413948415835,3.7e-24,464,3072
3,8,153.36363636363637,148.5,124.75,201.75,2503.5757575757575,-0.31569238667191374,-0.8938335145797555,0.25250438515641394,22,3072
1,8,162.6601941747573,172,158,185.5,1594.4814391776129,-2.172054718186931,4.871304311405017,1.6300541992069935e-19,103,3072
1,9,119.83333333333333,137,70.5,163,2988.1666666666665,-0.4489499748394923,-2.3385276262186765,NA,6,3072
3,6,169.3,199,149.75,207.5,3021.1222222222223,-1.4115491109533322,1.041129976101293,0.008759976604757231,10,3072
1,1-5,128.42857142857142,148,76.5,165,2627.9523809523807,-0.046986549384025245,-2.2763710068664516,NA,7,3072
2,7,185.66666666666666,213,167.5,217.5,3060.3333333333335,-1.6806193834574275,NA,NA,3,3072
2,8,NA,159,156,162,NA,NA,NA,NA,2,3072
3,9,NA,54,54,54,NA,NA,NA,NA,1,3072
1,8,128.60599571734474,132,104,154,1219.3880025980525,-0.21829939086630837,-0.5419660870631278,1.1326825165432275e-6,934,3074
1,7,103.60104986876641,99,78,128,1158.887788368559,0.3587376731789158,-0.5724826281887572,5.12073029213734e-6,381,3074
1,6,84.26315789473684,85,60,106,868.4694167852062,0.36842721741768286,-0.09779634028013995,0.7298386803837853,38,3074
1,1-5,107,112,103,113.5,129,-1.5970969928697358,NA,NA,3,3074
1,9,136.1283783783784,138,115.75,156,1082.2351075565361,-0.32653098418053966,-0.04784901564959667,0.12388884609070179,148,3074
3,7,135,143,120,151,581.5,-0.6669651443917024,-1.1714463365639756,NA,5,3074
3,8,123.3076923076923,115,106,142,916.8974358974359,0.4255148022648676,-0.593124487974994,0.7170712205334674,13,3074
1,NA,NA,69,54.5,83.5,NA,NA,NA,NA,2,3074
1,9,97.88461538461539,93.5,76,121.25,1273.946153846154,0.4439134523168388,-0.7756730813002295,0.07553670424916144,26,3075
1,8,121.82786885245902,117,93.75,156.25,1645.1554341226472,-0.06711449759426015,-0.6399205405170548,0.0034252833472671624,244,3075
1,7,129.98529411764707,135,106.75,163,1965.328138718174,-0.7171080081098243,0.3565790390926933,0.024178776551578466,68,3075
1,6,127,126,116.5,137.5,248.66666666666666,0.11282069199204867,-0.96562183297515225,NA,7,3075
3,6,115.91666666666667,112.5,104,139.25,1056.2651515151515,-0.3842754021078739,-0.24906653925460212,0.33674287328730196,12,3075
3,7,112.5,121,106.25,131.25,1261.3636363636363,-1.0151709021822841,0.7036165568379192,0.1254344643296264,12,3075
2,8,134.8,142,123,153,914.2,-0.8731866162532538,0.38595238709448587,NA,5,3075
2,7,NA,131,130.5,131.5,NA,NA,NA,NA,2,3075
3,8,121.6,117,115,130,119.3,0.52216004778865,-1.9901155735925304,NA,5,3075
2,9,124.25,124,120,128.25,76.25,0.15957658497271734,0.5050255307712987,NA,4,3075
3,1-5,NA,89.5,87.25,91.75,NA,NA,NA,NA,2,3075
3,9,130.4,129,122,145,386.8,-0.3566186794107958,-0.6900666674509056,NA,5,3075
1,8,62,55.5,21.75,104.5,2219.4285714285716,0.21564294831589145,-1.8718336257120762,0.3863144509213847,8,3076
1,7,119,130.5,105.25,144.25,2486,-1.2543618746545828,2.1388146913139963,NA,4,3076
1,9,77.5,70,63.5,84,763.6666666666666,1.4428844241789758,2.545432652508314,NA,4,3076
3,6,69.8,55,45,78,2976.7,1.244141551719296,2.0663079752221503,NA,5,3076
3,8,73.8,75,17.5,119.5,3395.0666666666666,0.15335932644097086,-1.2623564635833426,0.5812253003482608,10,3076
3,7,72.6,48,42,114,1698.8,0.59137006793229685,-3.191558741806913,NA,5,3076
3,1-5,53.2,43,40,52,2098.7,1.2508921028689388,2.6981221966819398,NA,5,3076
3,9,84.85714285714286,75,70,90.5,759.4761904761905,1.496937967449458,1.6523126357672098,NA,7,3076
2,8,88.91304347826087,92,63.5,109.5,1216.4466403162055,0.19724552598070608,-0.6503086644283456,0.9010472918301793,23,3076
1,6,NA,148,148,148,NA,NA,NA,NA,1,3076
2,9,107.0909090909091,92,78,147,2016.8909090909092,0.4786629847159424,-1.1597191323881093,0.2434731096417233,11,3076
2,7,61,39,30.5,100,1893.142857142857,0.6918778673816541,-1.1214022056871558,0.015846806815660957,15,3076
2,6,47,44,33,59,793.5,0.3743478338079915,0.17896591278618956,NA,5,3076
2,1-5,NA,16,16,16,NA,NA,NA,NA,1,3076
2,8,85.10616113744076,85,64,107,1059.3473528962113,-5.554080894039812e-5,-0.009808431917272096,0.1880287095275115,1055,3077
2,7,55.698581560283685,51,29.25,73,1176.5315994043563,0.9736892162370667,1.2390245129520685,5.141602840175803e-9,282,3077
2,9,106.23464373464374,107,89,125,854.9934641016387,-0.2757060756145888,0.5377414224648036,3.0553708620476645e-5,1628,3077
1,8,50.14782608695652,47,20.5,70,1225.2849733028222,0.9040964336550208,0.512540629481991,1.4471117892101042e-5,115,3077
3,8,56.96296296296296,50.5,25.25,82.5,1631.464458247067,0.7769451483804598,0.12068010421270405,8.903987862513297e-6,162,3077
1,9,64.640625,52.5,32,95.25,1778.329117063492,0.842548854246379,0.3021720200210183,0.001573626507803256,64,3077
3,9,76.36363636363636,78,44,102.75,1908.490408673895,0.22023679173551405,-0.5780144509882791,0.23186547339139488,110,3077
2,1-5,39.276595744680854,24,10.5,44.5,2057.4653098982426,2.322089286321131,5.061380122145939,3.355671516648612e-12,47,3077
2,6,50.325581395348834,40.5,17,71.5,1589.7751025991793,1.1742881748476892,1.3524785412969262,7.009916481195537e-6,86,3077
3,10-11,49.714285714285715,42,22.5,67.5,1729.904761904762,0.8242045411452109,-0.01375178334314171,NA,7,3077
2,10-11,112.33333333333333,128,68,164.5,9496.333333333334,-0.7047557955584896,NA,NA,3,3077
3,6,57.301886792452834,46,17,82,2065.522496371553,0.9161218434448427,0.21980717541995948,8.808540010062559e-4,53,3077
3,7,45.602409638554214,32,17.5,71.5,1407.6570672935645,1.343815630068075,1.710908927324369,6.719828543980924e-9,83,3077
1,7,37.25,30,17.75,49.75,834.7873563218391,1.3653201648010418,1.616112390043429,1.451706804878393e-9,88,3077
1,6,41.67857142857143,32,21.75,56.25,914.4484126984127,1.032398229404144,1.0194286193475106,0.09775146221168378,28,3077
3,1-5,53.333333333333336,25,13,105,2785.5333333333333,0.8088509748582183,-1.0103560155792364,2.2471262860809484e-4,21,3077
1,10-11,46.333333333333336,41,29.5,60.5,982.3333333333334,0.7435680321139171,NA,NA,3,3077
1,1-5,37,24,9.75,64.75,1137.4285714285713,0.6102678825145459,-1.5554424397576505,0.14002326298170367,8,3077
3,NA,80.75,74,54,100.75,1778.9166666666667,0.7655065136356319,-0.243931814401523,NA,4,3077
2,NA,103,106,84,127.5,1089.142857142857,-0.41031999846551553,-0.6756971688234754,0.9273473695510712,8,3077
1,NA,NA,54,54,54,NA,NA,NA,NA,1,3077
2,9,100.11183941007783,104,73,129,1490.5346179676428,-0.26125225355124726,-0.4836009700276788,3.668936795532244e-23,2441,3078
2,8,81.86433492315845,80,51,110,1598.6708747297607,0.24563297791804004,-0.5393932055085362,2.5091703027839075e-13,1887,3078
2,7,56.43859649122807,48,29,78.75,1395.919773070638,1.095224966079313,1.3040278787499457,3.7e-24,570,3078
1,8,65.26229508196721,57.5,34,89.75,1765.5835252675788,0.7793524374277567,-0.10074822299815066,1.2104708887386893e-5,122,3078
2,1-5,48.063291139240505,18,10.5,83,2519.3420967218435,1.219846966426346,0.8429888492930117,4.118139343642076e-14,79,3078
3,9,66.39148936170213,61,37,90,1355.5982178577924,0.6008541986229846,0.013952602673145695,2.098260606819913e-4,235,3078
2,6,50.321608040201006,36,15.5,76,1911.209177199127,1.1753502410555459,1.027475939041705,4.492706233585511e-20,199,3078
3,8,56.742990654205606,50.5,31,78.5,1133.0838708262033,0.8824935971350562,0.7095907110547572,9.137641669757364e-7,214,3078
3,7,49.56716417910448,37,22,77.5,1275.6734509271823,0.8971937154812396,-0.08353978577895023,8.861878964900559e-6,67,3078
1,9,62.36923076923077,61,40,80.75,922.0021466905188,0.4509089507640767,0.018077938540087234,0.10306241674113244,130,3078
2,NA,103.36363636363636,113,73.5,124.25,1548.6233766233765,-0.2753881824982567,-0.463073155329524,0.40800002161093796,22,3078
1,7,54.271186440677965,41,26,77,1676.5803623611923,1.1050635460835976,0.5207754878266797,1.2220036696161375e-5,59,3078
1,1-5,29.53846153846154,22,13,28,725.9358974358975,1.566303534631125,1.511855127920002,0.002432201975677145,13,3078
1,6,33.72,24,14,53,755.2933333333333,1.2124094107133787,0.9799632624565516,0.0023555331878336223,25,3078
1,NA,66.25,53,44.75,99.75,1676.7857142857142,0.23745516692333837,-1.1138009190662355,0.37593415003206887,8,3078
3,1-5,32,8,6,63.5,1234.4444444444443,0.8407923334314732,-1.2617149197239381,0.0026178075003507805,10,3078
3,6,52.13636363636363,47,18.75,76.5,1338.5995670995671,0.617614009244926,-0.7969461002198664,0.06575947847219538,22,3078
2,10-11,69.72727272727273,66,28.5,89,2967.2181818181816,0.8272687801151294,0.5487967025449928,0.5275718906174314,11,3078
3,10-11,70.11904761904762,70,53.25,81.25,947.7171893147503,0.9226780724692064,1.2338988274988019,0.03804838837613828,42,3078
3,NA,41.75,44.5,30,56.25,454.25,-0.551903426580125,-1.5371864028624653,NA,4,3078
1,10-11,73.84782608695652,73,51.5,92.75,633.5541062801932,0.15175584531879488,-1.0776672215013692,0.1899631967393246,46,3078
1,6,29.11111111111111,21,20,31,405.3611111111111,2.4327587522688843,6.544242574055545,0.00201707423128215,9,3079
3,6,33.411764705882355,12,11,54,1026.7573529411766,0.8293939173083902,-0.8803731158433856,0.0012992864965024283,17,3079
3,7,48.09375,36.5,23.25,54.5,1612.3457661290322,1.2911802925476235,0.8808768784246698,6.013393156443759e-5,32,3079
3,8,66.765625,60.5,36.75,95,1609.610863095238,0.46827990057459024,-0.41086339645901143,0.14048356921248453,64,3079
3,1-5,22.333333333333332,31,16,33,345.3333333333333,-1.64220706863513,NA,NA,3,3079
1,1-5,8.571428571428571,5,4.5,10.5,48.285714285714285,1.5424756919440872,1.6290606071215987,NA,7,3079
2,8,88.52061855670104,77,50,118.25,2822.1365246809983,0.7756542409961928,0.03541435642280164,4.222974513210952e-15,388,3079
2,9,108.216,103.5,73.25,136.75,2595.985285140562,0.3900058584612626,-0.17342976224613812,0.009218714837665737,250,3079
2,7,68.08064516129032,55,33.25,93,2594.3231909328683,1.0135406776281302,0.6163771934513221,3.9766760227008815e-10,186,3079
2,10-11,NA,104,104,104,NA,NA,NA,NA,1,3079
3,9,81.0576923076923,78,49,105.75,1362.2122926093514,0.40860316948652803,-0.62931146896628265,0.16523879626886542,52,3079
3,10-11,NA,63.5,62.75,64.25,NA,NA,NA,NA,2,3079
3,NA,NA,185,185,185,NA,NA,NA,NA,1,3079
2,6,53.38028169014085,52,24.5,67,1158.867605633803,0.755127997967937,0.21706726540055593,0.01529959669603056,71,3079
1,9,70.4,51,25,114,2888.0833333333335,0.8165831722695449,-0.5016122371538333,0.005515576444298913,25,3079
1,8,64.48,57,30,99,1751.76,0.5025754255267573,-0.8610645652544869,0.0496481676150303,25,3079
1,7,45.57142857142857,41.5,22.25,67,988.1098901098901,0.4778086519031,-1.0339872023382959,0.38459216730528656,14,3079
2,1-5,43.91836734693877,29,11,65,1447.4098639455783,0.9905932153578726,0.030431459932241212,6.420405395794445e-6,49,3079
2,9,78.45379876796714,72,45,108,1922.4994042639491,0.5006370205164677,-0.38490071881566423,1.6289954728594864e-9,487,3080
3,9,62.460076045627375,56,33,86.5,1479.2951557193858,0.6999419876970542,-0.12283241356114347,1.0044922751369744e-8,263,3080
3,7,55.927927927927925,41,21,85,1967.21294021294,0.9304805609825928,0.03821941555569475,1.4904283898455057e-8,111,3080
3,10-11,50.42857142857143,46,24,76,1207.6190476190477,0.20652694848119552,-1.517023180397854,NA,7,3080
3,8,51.92227979274612,42,21,78,1552.6345531088082,0.895029198321892,0.22447393657708806,2.1061276851239905e-10,193,3080
3,6,47.31182795698925,31,15,74,1937.8908368396446,1.2589038682437919,0.8569357288541031,1.0150636527724896e-11,93,3080
2,8,62.735849056603776,55,26,90,1918.3989014516533,0.7197564547690861,-0.21172872384983138,1.802887994839904e-22,530,3080
2,7,52.718861209964416,42,18,77,1697.2599644128113,0.8499811422029675,-0.1534115448405236,3.025941177477404e-18,281,3080
3,1-5,30.428571428571427,21,8.5,43,869.8617511520737,1.598985543358868,2.1908062755268336,9.544061146933985e-10,63,3080
2,6,47.38095238095238,35,12,84,1664.3210721414314,0.7136130684306302,-0.732884107731232,2.1219178817980584e-16,168,3080
1,9,55.3609022556391,50,33,75,918.15664160401,0.9956581105530526,1.651120874475045,0.0014760694498181831,133,3080
1,8,49.33620689655172,45.5,20.75,67.5,1146.9033733133433,0.6069419395540077,-0.46595323883058254,4.086367922900668e-5,116,3080
1,6,26.941176470588236,21,8.5,35.5,704.3764705882353,1.9328116481327628,4.147820752205639,9.969591363858875e-8,51,3080
1,10-11,69.66666666666667,55.5,34.5,102.25,2422.060606060606,0.6693798044588586,-0.8115540895022922,0.22675465998210195,12,3080
1,7,37.1,33,14,49,964.7076923076924,1.3012641026568916,1.3398668236016058,2.754009468555594e-4,40,3080
2,10-11,77.53333333333333,68,55,105,1226.2666666666667,0.3414649598707403,-0.8380969116783388,0.13958513357124205,15,3080
2,1-5,45.78409090909091,38,13.75,63,1588.309169278997,1.242800561218609,1.2830515340242048,2.769156983061448e-8,88,3080
2,NA,102.5,98,45.25,155.25,5660.333333333333,0.17042371090393277,-4.166222566684191,NA,4,3080
3,NA,87,95,63,115,2752,-0.6702844137874947,NA,NA,3,3080
1,1-5,28.59090909090909,19.5,8.5,34.5,963.9675324675325,2.0973290372931532,4.324117146078092,2.4222376696147548e-5,22,3080
1,10-11,68.8,47,45,56,3692.2,1.9735012826888978,4.195012497941626,NA,5,3081
3,10-11,19.666666666666668,15,13,24,137.33333333333334,1.5078084839697146,NA,NA,3,3081
1,9,96.41379310344827,108,40,153,3961.3940886699506,0.07695622918656388,-1.5806828401483635,0.010943721886181068,29,3081
3,9,44.516129032258064,45,25,55,596.5247311827957,0.6303942658659607,0.48940422220515306,0.3035495547635023,31,3081
2,9,57.770270270270274,57.5,34.25,73.25,1178.4533506108849,0.636219488252574,0.37739115329921413,0.00958888714077768,74,3081
3,8,45.59649122807018,42,32,58,482.280701754386,0.8806815428557434,1.9467638349688412,0.2736806795725262,57,3081
2,8,39.75757575757576,39,23.25,51.75,568.2172494172494,0.8621945092885684,1.9308738913714742,0.3269732239509843,66,3081
3,1-5,NA,47,47,47,NA,NA,NA,NA,1,3081
1,6,32.80952380952381,25,18,38,480.06190476190477,1.4511674969408646,1.1707846272009708,3.5560751730235473e-4,21,3081
1,7,69.47619047619048,67,31,107,2301.861904761905,0.5112842355929587,-1.051184651579162,0.07607436287946576,21,3081
1,8,104.22727272727273,130,23.25,168.25,4894.183982683982,-0.23232568597285316,-1.868934717686193,1.3061032716871657e-4,22,3081
1,1-5,NA,11,11,11,NA,NA,NA,NA,1,3081
1,NA,NA,153,135.5,170.5,NA,NA,NA,NA,2,3081
3,7,42.666666666666664,32,22,54,1169.4666666666667,1.2870184480891926,1.3954458222850985,NA,6,3081
3,6,52,37,32,64.5,1225,1.574344023323615,NA,NA,3,3081
2,10-11,NA,71.5,41.25,101.75,NA,NA,NA,NA,2,3081
2,7,27.75,25,15.75,37,350.9166666666667,0.6915117347272882,-0.5400335349948255,NA,4,3081
3,NA,NA,70,44,96,NA,NA,NA,NA,2,3081
2,6,NA,106,106,106,NA,NA,NA,NA,1,3081
3,NA,56.785714285714285,54,13.5,89.5,2147.565934065934,0.7605971335781571,0.21165149689243154,0.3339002488208745,14,3083
3,8,59.494276795005206,39,18,90,2803.0877276274714,1.0318194082317464,0.05375998509930379,3.7e-24,961,3083
3,9,60.453394706559266,42,18,94,2756.0983438774374,0.9785683066191627,-0.09226111925396113,3.7e-24,869,3083
1,8,90.11319281811085,88,40,141,3187.755146126073,0.05417689215715061,-1.286292893797708,3.7e-24,1281,3083
1,9,93.22998643147896,92.5,44,141,3086.4514830955386,0.06679749225971657,-1.190763055052106,3.7e-24,1474,3083
2,9,65.07573632538569,57,29,93,1909.0679441942866,0.7226185039823736,-0.1196577472264965,3.7e-24,1426,3083
3,7,51.6325,34,14.75,69.75,2515.3157330827066,1.3183084283252149,0.8089971547550787,3.7e-24,400,3083
2,7,67.79032258064517,66,33,98,1688.6074673924359,0.38798964647198597,-0.470630402925808,3.7e-24,2170,3083
1,7,79.43103448275862,62,20,140,3902.747391433966,0.3900790225125812,-1.2741167154499369,3.7e-24,348,3083
1,6,58.18181818181818,42,15,87,2841.987012987013,0.9974997484059127,-0.07386836993592942,1.4810784347200783e-11,99,3083
1,1-5,37.23529411764706,16,8,36,2323.5661764705883,1.7411661421308966,1.7133315812678682,3.7100954811441026e-6,17,3083
3,6,36.96527777777778,26,12,45.25,1422.5232614607614,2.1184713669828548,4.669428807278237,3.7e-24,144,3083
3,1-5,35.91139240506329,29,11,48,880.3638429081467,1.456319847386527,3.2840437758378065,2.3746555893424065e-5,79,3083
2,8,67.11748909029876,60,32,97,1920.7330016179972,0.6779772695147195,-0.03536554191923985,3.7e-24,2979,3083
2,1-5,73.89310344827587,80,39,98,1630.5377761896254,0.15579215785255693,-0.34049175477603705,1.1370671460588163e-12,580,3083
2,6,69.71183800623054,73.5,38,97,1447.9168979441195,0.07693430986667123,-0.6031954049232598,6.742248941924443e-20,1284,3083
1,10-11,49.625,29,10,66.25,2662.877427184466,1.2034293041561486,0.2565030199397397,2.082975140088423e-17,104,3083
3,10-11,36.42574257425743,22,12,47,1292.0669306930693,1.4766203648471619,1.3965059565210942,4.8056356031686893e-17,101,3083
2,10-11,50.37762237762238,46,23,69.5,1311.4056928986506,1.0067494988257015,1.260641775892192,6.158603631676736e-5,143,3083
2,NA,70.06666666666666,71,30.5,102,2148.0666666666666,0.535939590390027,-0.12750055672920943,0.6187088644296668,15,3083
1,NA,104.54545454545455,98,59.5,156,4164.072727272727,-0.15217035726910805,-1.531799829566371,0.3354151818510347,11,3083
1,7,78.65243902439025,68.5,34,115,2716.8293805177314,0.5089579855468619,-0.7937350237994883,9.262733304598458e-7,164,3084
1,8,75.66323024054982,69,35.25,106,2397.5387145045574,0.6089614693677629,-0.4128030479622993,1.0824487873158585e-18,582,3084
1,9,82.30278232405892,77,44,118.5,2492.431123393523,0.4043442377260389,-0.6282818992916896,1.8026352837105668e-10,611,3084
2,6,56.87234042553192,46,21,78,2147.342607746863,1.2573221534616663,1.3168894322147768,6.698517732619725e-18,235,3084
2,8,75.79696394686907,67,30,114,2874.6792303085836,0.6036135157677495,-0.5350385823362596,1.5312039836267446e-20,527,3084
3,9,72.26335877862596,63.5,28.25,110.75,2507.244552660057,0.5455900739560868,-0.7364309885010641,1.596871489976358e-11,262,3084
3,8,71.88709677419355,62,28.25,105.75,2599.767823884378,0.6064264734058218,-0.5265556829405809,7.236789560850479e-17,434,3084
2,1-5,46.11805555555556,31,14.75,67,1709.8530982905984,1.3010072773486203,0.8142555273583358,8.910423360621234e-20,144,3084
2,7,74.07213930348259,63,31,108.75,2852.5409176064813,0.6738594481441327,-0.45433931826229157,5.531214446170471e-18,402,3084
3,7,65.70142180094787,55,22,96,2581.029474159332,0.7894391911460042,-0.10951526923266068,1.5063208855568734e-10,211,3084
2,9,87.36444444444444,80,47,125,2831.2773015873017,0.4336489110883065,-0.5458151841565118,3.470062493614938e-4,225,3084
1,NA,68.125,56.5,40,88.75,2602.9821428571427,0.9746565272138835,1.0006761619462388,0.5934855692625263,8,3084
3,6,45.285714285714285,36.5,16.75,64,1392.182444061962,1.6609001976080668,3.8263531929701857,2.6109885591391533e-6,84,3084
3,1-5,24.714285714285715,15.5,8.5,35,519.3227513227513,1.3376987483369889,1.2993606512258706,0.0013834796126248737,28,3084
1,6,64.83333333333333,39.5,25,102,3213.5142857142855,1.0277748768564114,-0.1637483053091443,3.059360994027274e-5,36,3084
1,10-11,66.48275862068965,63.5,34.25,96.75,1448.7102238354507,0.2436058148527093,-1.0412176811534217,0.006299600482933071,58,3084
3,10-11,32.57142857142857,21,15.5,51.5,451.6190476190476,0.44742280126249767,-2.259561816558546,NA,7,3084
2,10-11,84.83333333333333,57,16,159.5,6967.366666666667,0.5971983257987082,-2.0987832010599052,NA,6,3084
1,1-5,51.5,47.5,15.75,83.25,2043,0.22386177675631622,-4.356893121912173,NA,4,3084
3,NA,52.4,33,12,83,2642.8,0.8495054804418666,-1.0377349905385618,NA,5,3084
2,NA,NA,78,78,78,NA,NA,NA,NA,1,3084
1,8,118.70588235294117,109,100,144,1570.3455882352941,-0.5740892506022491,0.9579698168083624,0.543853436532889,17,3085
